,time,open,high,low,close,tick_volume,spread,real_volume
37,2021-06-21 20:37:00,1.19147,1.19149,1.1914500000000001,1.1914500000000001,179,15,26850000
38,2021-06-21 20:38:00,1.1914500000000001,1.1914500000000001,1.1914,1.1914500000000001,147,15,22050000
39,2021-06-21 20:39:00,1.1914500000000001,1.1914500000000001,1.19138,1.19139,107,15,16050000
40,2021-06-21 20:40:00,1.19139,1.19139,1.19129,1.19129,169,15,25350000
41,2021-06-21 20:41:00,1.19129,1.19133,1.19127,1.19131,219,15,32850000
42,2021-06-21 20:42:00,1.19131,1.19138,1.1913,1.19135,179,15,26850000
43,2021-06-21 20:43:00,1.19135,1.19135,1.1913,1.19134,126,15,18900000
44,2021-06-21 20:44:00,1.19134,1.19134,1.19131,1.19133,107,15,16050000
45,2021-06-21 20:45:00,1.19133,1.19144,1.19133,1.1914,136,15,20400000
46,2021-06-21 20:46:00,1.1914,1.1914500000000001,1.19134,1.19135,204,15,30600000
47,2021-06-21 20:47:00,1.19135,1.19136,1.19134,1.19135,171,15,25650000
48,2021-06-21 20:48:00,1.19135,1.19135,1.19135,1.19135,104,15,15600000
49,2021-06-21 20:49:00,1.19135,1.19135,1.19135,1.19135,126,15,18900000
50,2021-06-21 20:50:00,1.19135,1.19137,1.19135,1.19135,94,15,14100000
51,2021-06-21 20:51:00,1.19135,1.19135,1.1913,1.19132,76,15,11400000
52,2021-06-21 20:52:00,1.19132,1.19136,1.1913,1.19135,125,15,18750000
53,2021-06-21 20:53:00,1.19135,1.19138,1.19134,1.19138,115,15,17250000
54,2021-06-21 20:54:00,1.19138,1.19138,1.19132,1.19134,108,15,16200000
55,2021-06-21 20:55:00,1.19134,1.19135,1.19133,1.19133,97,15,14550000
56,2021-06-21 20:56:00,1.19133,1.19135,1.19128,1.19134,84,15,12600000
57,2021-06-21 20:57:00,1.19134,1.19135,1.19132,1.19133,109,15,16350000
58,2021-06-21 20:58:00,1.19133,1.19135,1.1913,1.19133,130,15,19500000
59,2021-06-21 20:59:00,1.19133,1.19136,1.19129,1.1913,166,15,24900000
60,2021-06-21 21:00:00,1.1913,1.19135,1.19128,1.19128,363,15,54450000
61,2021-06-21 21:01:00,1.19128,1.19128,1.19114,1.19119,239,15,35850000
62,2021-06-21 21:02:00,1.19119,1.19119,1.19113,1.19116,226,15,33900000
63,2021-06-21 21:03:00,1.19116,1.19117,1.19112,1.19113,257,15,38550000
64,2021-06-21 21:04:00,1.19113,1.19115,1.19109,1.19109,205,15,30750000
65,2021-06-21 21:05:00,1.19109,1.19116,1.19109,1.19114,209,15,31350000
66,2021-06-21 21:06:00,1.19114,1.19116,1.1911100000000001,1.19114,231,15,34650000
67,2021-06-21 21:07:00,1.19114,1.19115,1.19109,1.19109,220,15,33000000
68,2021-06-21 21:08:00,1.19109,1.19115,1.19108,1.19108,270,15,40500000
69,2021-06-21 21:09:00,1.19108,1.1911,1.19102,1.19104,308,15,46200000
70,2021-06-21 21:10:00,1.19104,1.19109,1.19102,1.19102,233,15,34950000
71,2021-06-21 21:11:00,1.19102,1.19109,1.19102,1.19102,215,15,32250000
72,2021-06-21 21:12:00,1.19102,1.19108,1.19102,1.19103,209,15,31350000
73,2021-06-21 21:13:00,1.19103,1.19106,1.19099,1.19106,189,15,28350000
74,2021-06-21 21:14:00,1.19106,1.19106,1.19099,1.191,105,15,15750000
75,2021-06-21 21:15:00,1.191,1.19109,1.19099,1.19106,231,15,34650000
76,2021-06-21 21:16:00,1.19106,1.19106,1.19099,1.191,277,15,41550000
77,2021-06-21 21:17:00,1.191,1.19107,1.19096,1.19103,249,15,37350000
78,2021-06-21 21:18:00,1.19103,1.19109,1.19103,1.19105,123,15,18450000
79,2021-06-21 21:19:00,1.19105,1.19115,1.19102,1.19103,173,15,25950000
80,2021-06-21 21:20:00,1.19103,1.19116,1.19099,1.19115,257,15,38550000
81,2021-06-21 21:21:00,1.19115,1.19116,1.1911,1.19112,183,15,27450000
82,2021-06-21 21:22:00,1.19112,1.19116,1.1911100000000001,1.19114,321,15,48150000
83,2021-06-21 21:23:00,1.19114,1.19116,1.1911100000000001,1.19114,200,15,30000000
84,2021-06-21 21:24:00,1.19114,1.19116,1.19113,1.19115,144,15,21600000
85,2021-06-21 21:25:00,1.19115,1.19116,1.19114,1.19115,151,15,22650000
86,2021-06-21 21:26:00,1.19115,1.19126,1.19114,1.19126,127,15,19050000
87,2021-06-21 21:27:00,1.19126,1.19131,1.19126,1.19131,141,15,21150000
88,2021-06-21 21:28:00,1.19131,1.19136,1.19131,1.19136,120,15,18000000
89,2021-06-21 21:29:00,1.19136,1.19149,1.19136,1.19149,147,15,22050000
90,2021-06-21 21:30:00,1.19149,1.1915499999999999,1.1914500000000001,1.1914500000000001,234,15,35100000
91,2021-06-21 21:31:00,1.1914500000000001,1.1915,1.1914500000000001,1.19149,274,15,41100000
92,2021-06-21 21:32:00,1.19149,1.1915499999999999,1.19146,1.19153,386,15,57900000
93,2021-06-21 21:33:00,1.19153,1.1916,1.19148,1.1915499999999999,313,15,46950000
94,2021-06-21 21:34:00,1.1915499999999999,1.19156,1.19154,1.19156,116,15,17400000
95,2021-06-21 21:35:00,1.19156,1.19161,1.19156,1.19161,118,15,17700000
96,2021-06-21 21:36:00,1.19161,1.19169,1.1916,1.19165,321,15,48150000
97,2021-06-21 21:37:00,1.19165,1.19173,1.19165,1.1917,201,15,30150000
98,2021-06-21 21:38:00,1.1917,1.19171,1.19164,1.19165,148,15,22200000
99,2021-06-21 21:39:00,1.19165,1.1917,1.19164,1.19166,210,15,31500000
100,2021-06-21 21:40:00,1.19166,1.19169,1.19164,1.19164,137,15,20550000
101,2021-06-21 21:41:00,1.19164,1.19165,1.19162,1.19164,117,15,17550000
102,2021-06-21 21:42:00,1.19164,1.19166,1.19163,1.19166,154,15,23100000
103,2021-06-21 21:43:00,1.19166,1.19166,1.19165,1.19165,130,15,19500000
104,2021-06-21 21:44:00,1.19165,1.19166,1.19157,1.19159,179,15,26850000
105,2021-06-21 21:45:00,1.19159,1.19159,1.19141,1.19143,199,15,29850000
106,2021-06-21 21:46:00,1.19143,1.19146,1.19137,1.19146,142,15,21300000
107,2021-06-21 21:47:00,1.19146,1.19146,1.19134,1.19134,157,15,23550000
108,2021-06-21 21:48:00,1.19135,1.19135,1.19128,1.1913,143,15,21450000
109,2021-06-21 21:49:00,1.1913,1.1913,1.19123,1.19124,149,15,22350000
110,2021-06-21 21:50:00,1.19124,1.19129,1.19118,1.19129,219,15,32850000
111,2021-06-21 21:51:00,1.19129,1.19129,1.19126,1.19126,124,15,18600000
112,2021-06-21 21:52:00,1.19126,1.1913,1.19126,1.1913,142,15,21300000
113,2021-06-21 21:53:00,1.1913,1.19133,1.19126,1.19126,142,15,21300000
114,2021-06-21 21:54:00,1.19126,1.19129,1.19116,1.19116,192,15,28800000
115,2021-06-21 21:55:00,1.19116,1.19116,1.1911,1.19116,210,15,31500000
116,2021-06-21 21:56:00,1.19116,1.1912099999999999,1.19116,1.19116,173,15,25950000
117,2021-06-21 21:57:00,1.19116,1.19116,1.19113,1.19113,134,15,20100000
118,2021-06-21 21:58:00,1.19113,1.19113,1.19108,1.19108,157,15,23550000
119,2021-06-21 21:59:00,1.19108,1.19113,1.19105,1.19113,233,15,34950000
120,2021-06-21 22:00:00,1.19114,1.19117,1.19093,1.19105,457,15,68550000
121,2021-06-21 22:01:00,1.19105,1.19109,1.19095,1.19095,513,15,76950000
122,2021-06-21 22:02:00,1.19095,1.19105,1.19095,1.19099,350,15,52500000
123,2021-06-21 22:03:00,1.19099,1.19102,1.19091,1.19093,282,15,42300000
124,2021-06-21 22:04:00,1.19093,1.19099,1.19093,1.19095,433,15,64950000
125,2021-06-21 22:05:00,1.19095,1.191,1.19088,1.19097,334,15,50100000
126,2021-06-21 22:06:00,1.19097,1.19109,1.19096,1.19103,281,15,42150000
127,2021-06-21 22:07:00,1.19103,1.19116,1.19103,1.1911,382,15,57300000
128,2021-06-21 22:08:00,1.1911,1.1911,1.19106,1.19106,309,15,46350000
129,2021-06-21 22:09:00,1.19106,1.1911,1.19105,1.19106,238,15,35700000
130,2021-06-21 22:10:00,1.19106,1.1911100000000001,1.19105,1.19107,230,15,34500000
131,2021-06-21 22:11:00,1.19107,1.1911100000000001,1.19103,1.19104,243,15,36450000
132,2021-06-21 22:12:00,1.19104,1.19106,1.19088,1.19088,271,15,40650000
133,2021-06-21 22:13:00,1.19087,1.1909,1.19081,1.19081,363,15,54450000
134,2021-06-21 22:14:00,1.19081,1.19082,1.19071,1.19082,226,15,33900000
135,2021-06-21 22:15:00,1.19082,1.19091,1.19082,1.19089,332,15,49800000
136,2021-06-21 22:16:00,1.19089,1.19107,1.19089,1.19107,325,15,48750000
137,2021-06-21 22:17:00,1.19107,1.1911100000000001,1.19101,1.1911100000000001,299,15,44850000
138,2021-06-21 22:18:00,1.1911100000000001,1.19122,1.1911,1.1912099999999999,308,15,46200000
139,2021-06-21 22:19:00,1.1912099999999999,1.1912099999999999,1.19116,1.1912,294,15,44100000
140,2021-06-21 22:20:00,1.1912,1.19126,1.1912,1.1912099999999999,162,15,24300000
141,2021-06-21 22:21:00,1.1912099999999999,1.19127,1.1912099999999999,1.19127,246,15,36900000
142,2021-06-21 22:22:00,1.19127,1.19136,1.19113,1.19113,365,15,54750000
143,2021-06-21 22:23:00,1.19113,1.19113,1.19106,1.19108,293,15,43950000
144,2021-06-21 22:24:00,1.19108,1.19116,1.19106,1.19112,327,15,49050000
145,2021-06-21 22:25:00,1.19112,1.19116,1.1911100000000001,1.19112,332,15,49800000
146,2021-06-21 22:26:00,1.19112,1.19118,1.19108,1.19116,293,15,43950000
147,2021-06-21 22:27:00,1.19116,1.19117,1.1911,1.19117,293,15,43950000
148,2021-06-21 22:28:00,1.19117,1.19117,1.19106,1.19108,374,15,56100000
149,2021-06-21 22:29:00,1.19108,1.19108,1.19102,1.19103,306,15,45900000
150,2021-06-21 22:30:00,1.19103,1.19107,1.19099,1.19099,373,15,55950000
151,2021-06-21 22:31:00,1.19099,1.19099,1.19093,1.1909399999999999,400,15,60000000
152,2021-06-21 22:32:00,1.1909399999999999,1.1909399999999999,1.19086,1.19087,237,15,35550000
153,2021-06-21 22:33:00,1.19087,1.19088,1.19083,1.19088,163,15,24450000
154,2021-06-21 22:34:00,1.19088,1.19103,1.19087,1.19101,295,15,44250000
155,2021-06-21 22:35:00,1.19101,1.19104,1.191,1.19104,164,15,24600000
156,2021-06-21 22:36:00,1.19104,1.19104,1.191,1.19102,198,15,29700000
157,2021-06-21 22:37:00,1.19102,1.1911,1.19102,1.1911,202,15,30300000
158,2021-06-21 22:38:00,1.1911,1.1911,1.19106,1.19106,109,15,16350000
159,2021-06-21 22:39:00,1.19106,1.19106,1.19099,1.191,237,15,35550000
160,2021-06-21 22:40:00,1.191,1.191,1.1909399999999999,1.1909399999999999,263,15,39450000
161,2021-06-21 22:41:00,1.1909399999999999,1.19095,1.1909399999999999,1.19095,123,15,18450000
162,2021-06-21 22:42:00,1.19095,1.19097,1.1908400000000001,1.1908400000000001,292,15,43800000
163,2021-06-21 22:43:00,1.1908400000000001,1.1908400000000001,1.19069,1.19074,519,15,77850000
164,2021-06-21 22:44:00,1.19074,1.19074,1.19067,1.1907,299,15,44850000
165,2021-06-21 22:45:00,1.1907,1.1908,1.1907,1.19079,315,15,47250000
166,2021-06-21 22:46:00,1.19079,1.19085,1.19066,1.19074,389,15,58350000
167,2021-06-21 22:47:00,1.19074,1.19074,1.19062,1.19065,338,15,50700000
168,2021-06-21 22:48:00,1.19065,1.19065,1.19057,1.19057,517,15,77550000
169,2021-06-21 22:49:00,1.19057,1.19066,1.19055,1.19055,474,15,71100000
170,2021-06-21 22:50:00,1.19055,1.1905999999999999,1.19054,1.1905999999999999,348,15,52200000
171,2021-06-21 22:51:00,1.1905999999999999,1.19069,1.1905999999999999,1.19066,354,15,53100000
172,2021-06-21 22:52:00,1.19066,1.19077,1.19066,1.19074,366,15,54900000
173,2021-06-21 22:53:00,1.19074,1.19078,1.19063,1.19069,443,15,66450000
174,2021-06-21 22:54:00,1.19069,1.19069,1.19053,1.19054,518,15,77700000
175,2021-06-21 22:55:00,1.19054,1.19064,1.19043,1.19061,492,15,73800000
176,2021-06-21 22:56:00,1.19062,1.19062,1.19055,1.19055,472,15,70800000
177,2021-06-21 22:57:00,1.19055,1.1905999999999999,1.19054,1.1905999999999999,356,15,53400000
178,2021-06-21 22:58:00,1.1905999999999999,1.19063,1.19059,1.19061,336,15,50400000
179,2021-06-21 22:59:00,1.19061,1.19079,1.1905999999999999,1.19074,371,15,55650000
180,2021-06-21 23:00:00,1.19074,1.1908,1.19067,1.19079,700,15,105000000
181,2021-06-21 23:01:00,1.19079,1.1908,1.19049,1.19049,689,15,103350000
182,2021-06-21 23:02:00,1.19049,1.19052,1.19032,1.19035,581,15,87150000
183,2021-06-21 23:03:00,1.19035,1.19035,1.1902,1.19026,635,15,95250000
184,2021-06-21 23:04:00,1.19027,1.1903299999999999,1.19019,1.19025,601,15,90150000
185,2021-06-21 23:05:00,1.19025,1.19029,1.19021,1.19026,727,15,109050000
186,2021-06-21 23:06:00,1.19026,1.19029,1.19024,1.19025,797,15,119550000
187,2021-06-21 23:07:00,1.19025,1.19026,1.19015,1.19025,662,15,99300000
188,2021-06-21 23:08:00,1.19025,1.19028,1.19018,1.19018,519,15,77850000
189,2021-06-21 23:09:00,1.19018,1.19029,1.19015,1.19026,395,15,59250000
190,2021-06-21 23:10:00,1.19026,1.19028,1.19016,1.19016,375,15,56250000
191,2021-06-21 23:11:00,1.19016,1.19016,1.19005,1.19014,429,15,64350000
192,2021-06-21 23:12:00,1.19014,1.19014,1.19001,1.19012,379,15,56850000
193,2021-06-21 23:13:00,1.19012,1.19029,1.19012,1.1902,620,15,93000000
194,2021-06-21 23:14:00,1.1902,1.19035,1.1902,1.19035,674,15,101100000
195,2021-06-21 23:15:00,1.19035,1.19037,1.19029,1.19034,557,15,83550000
196,2021-06-21 23:16:00,1.19034,1.19034,1.19019,1.19022,393,15,58950000
197,2021-06-21 23:17:00,1.19022,1.19022,1.19014,1.19015,415,15,62250000
198,2021-06-21 23:18:00,1.19015,1.19036,1.19015,1.19036,487,15,73050000
199,2021-06-21 23:19:00,1.19036,1.19038,1.1903,1.19034,288,15,43200000
200,2021-06-21 23:20:00,1.19034,1.19039,1.19031,1.19039,414,15,62100000
201,2021-06-21 23:21:00,1.19039,1.19039,1.1903,1.19031,467,15,70050000
202,2021-06-21 23:22:00,1.19031,1.19032,1.1902300000000001,1.19029,493,15,73950000
203,2021-06-21 23:23:00,1.19029,1.19029,1.19001,1.1901,577,15,86550000
204,2021-06-21 23:24:00,1.1901,1.19024,1.19009,1.1902300000000001,495,15,74250000
205,2021-06-21 23:25:00,1.1902300000000001,1.1902300000000001,1.19015,1.19022,325,15,48750000
206,2021-06-21 23:26:00,1.19022,1.19024,1.19012,1.19012,416,15,62400000
207,2021-06-21 23:27:00,1.19012,1.1902,1.19012,1.1902,359,15,53850000
208,2021-06-21 23:28:00,1.1902,1.1903,1.19019,1.1903,466,15,69900000
209,2021-06-21 23:29:00,1.1903,1.19041,1.1903,1.1904,472,15,70800000
210,2021-06-21 23:30:00,1.1904,1.19041,1.19025,1.1903,535,15,80250000
211,2021-06-21 23:31:00,1.1903,1.19032,1.19026,1.19032,441,15,66150000
212,2021-06-21 23:32:00,1.19032,1.1903299999999999,1.19024,1.19028,377,15,56550000
213,2021-06-21 23:33:00,1.19028,1.19038,1.19028,1.19035,381,15,57150000
214,2021-06-21 23:34:00,1.19035,1.19036,1.19026,1.1903,437,15,65550000
215,2021-06-21 23:35:00,1.1903,1.19031,1.19026,1.19029,390,15,58500000
216,2021-06-21 23:36:00,1.19029,1.19034,1.19029,1.19034,320,15,48000000
217,2021-06-21 23:37:00,1.19034,1.19042,1.19034,1.19038,384,15,57600000
218,2021-06-21 23:38:00,1.19038,1.19044,1.19037,1.19044,316,15,47400000
219,2021-06-21 23:39:00,1.19044,1.19052,1.19041,1.19048,531,15,79650000
220,2021-06-21 23:40:00,1.19048,1.19048,1.1903299999999999,1.19039,503,15,75450000
221,2021-06-21 23:41:00,1.19039,1.19045,1.19039,1.19041,389,15,58350000
222,2021-06-21 23:42:00,1.19041,1.19052,1.19039,1.1905000000000001,401,15,60150000
223,2021-06-21 23:43:00,1.1905000000000001,1.19053,1.19047,1.19052,506,15,75900000
224,2021-06-21 23:44:00,1.19052,1.19063,1.19049,1.19062,469,15,70350000
225,2021-06-21 23:45:00,1.19063,1.19069,1.19057,1.1905999999999999,540,15,81000000
226,2021-06-21 23:46:00,1.1905999999999999,1.19065,1.19057,1.19064,517,15,77550000
227,2021-06-21 23:47:00,1.19064,1.19069,1.1905999999999999,1.19065,430,15,64500000
228,2021-06-21 23:48:00,1.19065,1.19065,1.19061,1.19063,520,15,78000000
229,2021-06-21 23:49:00,1.19063,1.19066,1.1905999999999999,1.19061,390,15,58500000
230,2021-06-21 23:50:00,1.19061,1.19061,1.19047,1.19049,503,15,75450000
231,2021-06-21 23:51:00,1.19049,1.1905000000000001,1.19041,1.19041,487,15,73050000
232,2021-06-21 23:52:00,1.19041,1.1905000000000001,1.19041,1.19043,473,15,70950000
233,2021-06-21 23:53:00,1.19043,1.19043,1.19025,1.19025,511,15,76650000
234,2021-06-21 23:54:00,1.19025,1.19028,1.19025,1.19026,284,15,42600000
235,2021-06-21 23:55:00,1.19026,1.19037,1.1902300000000001,1.19035,420,15,63000000
236,2021-06-21 23:56:00,1.19035,1.19041,1.19022,1.19022,477,15,71550000
237,2021-06-21 23:57:00,1.19022,1.19027,1.19022,1.19025,512,15,76800000
238,2021-06-21 23:58:00,1.19025,1.19045,1.19025,1.19045,479,15,71850000
239,2021-06-21 23:59:00,1.19045,1.19059,1.19045,1.19059,400,15,60000000
240,2021-06-22 00:00:00,1.19059,1.19067,1.19057,1.19067,559,15,83850000
241,2021-06-22 00:01:00,1.19067,1.19068,1.1905000000000001,1.19051,511,15,76650000
242,2021-06-22 00:02:00,1.19051,1.19054,1.19045,1.19052,429,15,64350000
243,2021-06-22 00:03:00,1.19052,1.19064,1.19049,1.19064,415,15,62250000
244,2021-06-22 00:04:00,1.19064,1.19064,1.19054,1.19054,339,15,50850000
245,2021-06-22 00:05:00,1.19054,1.19057,1.19047,1.19052,444,15,66600000
246,2021-06-22 00:06:00,1.19052,1.19054,1.19047,1.19054,382,15,57300000
247,2021-06-22 00:07:00,1.19054,1.19069,1.19053,1.19066,493,15,73950000
248,2021-06-22 00:08:00,1.19066,1.19071,1.1905999999999999,1.1907,501,15,75150000
249,2021-06-22 00:09:00,1.1907,1.1907,1.19064,1.19069,420,15,63000000
250,2021-06-22 00:10:00,1.19069,1.1907,1.19056,1.19061,400,15,60000000
251,2021-06-22 00:11:00,1.19061,1.19061,1.1903299999999999,1.19038,509,15,76350000
252,2021-06-22 00:12:00,1.19038,1.19039,1.19029,1.19032,323,15,48450000
253,2021-06-22 00:13:00,1.19032,1.19032,1.19018,1.19018,369,15,55350000
254,2021-06-22 00:14:00,1.19018,1.19025,1.19018,1.19024,269,15,40350000
255,2021-06-22 00:15:00,1.19024,1.19027,1.19019,1.1902300000000001,391,15,58650000
256,2021-06-22 00:16:00,1.1902300000000001,1.1902300000000001,1.19019,1.19021,351,15,52650000
257,2021-06-22 00:17:00,1.19021,1.1903299999999999,1.19021,1.1903299999999999,278,15,41700000
258,2021-06-22 00:18:00,1.1903299999999999,1.19034,1.19029,1.19032,347,15,52050000
259,2021-06-22 00:19:00,1.19032,1.1903299999999999,1.19026,1.19031,412,15,61800000
260,2021-06-22 00:20:00,1.19032,1.19038,1.19024,1.19031,486,15,72900000
261,2021-06-22 00:21:00,1.19031,1.19038,1.19029,1.19036,384,15,57600000
262,2021-06-22 00:22:00,1.19036,1.19046,1.19036,1.19042,405,15,60750000
263,2021-06-22 00:23:00,1.19042,1.19052,1.19042,1.19051,279,15,41850000
264,2021-06-22 00:24:00,1.19051,1.19052,1.19045,1.19049,439,15,65850000
265,2021-06-22 00:25:00,1.19049,1.19055,1.19046,1.19054,389,15,58350000
266,2021-06-22 00:26:00,1.19054,1.19059,1.19048,1.19055,484,15,72600000
267,2021-06-22 00:27:00,1.19055,1.1905999999999999,1.19055,1.19059,314,15,47100000
268,2021-06-22 00:28:00,1.19059,1.1905999999999999,1.1905000000000001,1.19051,420,15,63000000
269,2021-06-22 00:29:00,1.19051,1.19053,1.19044,1.19053,380,15,57000000
270,2021-06-22 00:30:00,1.19052,1.19068,1.1905000000000001,1.19067,572,15,85800000
271,2021-06-22 00:31:00,1.19068,1.19073,1.19064,1.19073,482,15,72300000
272,2021-06-22 00:32:00,1.19073,1.19074,1.19064,1.19072,444,15,66600000
273,2021-06-22 00:33:00,1.19072,1.19072,1.19059,1.19061,439,15,65850000
274,2021-06-22 00:34:00,1.19061,1.19064,1.19053,1.19053,545,15,81750000
275,2021-06-22 00:35:00,1.19053,1.19059,1.19053,1.19056,354,15,53100000
276,2021-06-22 00:36:00,1.19056,1.1905999999999999,1.19056,1.19059,332,15,49800000
277,2021-06-22 00:37:00,1.19059,1.19067,1.19052,1.19055,392,15,58800000
278,2021-06-22 00:38:00,1.19055,1.1905999999999999,1.19053,1.1905999999999999,309,15,46350000
279,2021-06-22 00:39:00,1.1905999999999999,1.19065,1.19058,1.19065,501,15,75150000
280,2021-06-22 00:40:00,1.19065,1.19073,1.19061,1.19071,538,15,80700000
281,2021-06-22 00:41:00,1.19071,1.19071,1.1907,1.1907,299,15,44850000
282,2021-06-22 00:42:00,1.1907,1.19075,1.19068,1.1907,320,15,48000000
283,2021-06-22 00:43:00,1.1907,1.1907,1.19063,1.19063,291,15,43650000
284,2021-06-22 00:44:00,1.19063,1.19067,1.19053,1.19058,403,15,60450000
285,2021-06-22 00:45:00,1.19058,1.19059,1.19054,1.19054,454,15,68100000
286,2021-06-22 00:46:00,1.19054,1.19058,1.19039,1.19048,479,15,71850000
287,2021-06-22 00:47:00,1.19048,1.19053,1.19043,1.1905000000000001,462,15,69300000
288,2021-06-22 00:48:00,1.1905000000000001,1.19055,1.19049,1.19053,453,15,67950000
289,2021-06-22 00:49:00,1.19053,1.19056,1.1905000000000001,1.19051,415,15,62250000
290,2021-06-22 00:50:00,1.1905000000000001,1.19051,1.19046,1.1905000000000001,293,15,43950000
291,2021-06-22 00:51:00,1.1905000000000001,1.19051,1.19039,1.19043,461,15,69150000
292,2021-06-22 00:52:00,1.19043,1.19064,1.19043,1.19064,372,15,55800000
293,2021-06-22 00:53:00,1.19064,1.19065,1.19059,1.1905999999999999,311,15,46650000
294,2021-06-22 00:54:00,1.1905999999999999,1.1907,1.1905999999999999,1.19065,443,15,66450000
295,2021-06-22 00:55:00,1.19065,1.19073,1.19062,1.1907,446,15,66900000
296,2021-06-22 00:56:00,1.1907,1.19085,1.19065,1.19081,557,15,83550000
297,2021-06-22 00:57:00,1.19081,1.19083,1.19074,1.19074,589,15,88350000
298,2021-06-22 00:58:00,1.19074,1.1908,1.19069,1.19075,537,15,80550000
299,2021-06-22 00:59:00,1.19075,1.19101,1.19075,1.191,763,15,114450000
300,2021-06-22 01:00:00,1.191,1.191,1.19086,1.19086,535,15,80250000
301,2021-06-22 01:01:00,1.19086,1.19087,1.1908,1.1908400000000001,443,15,66450000
302,2021-06-22 01:02:00,1.1908400000000001,1.19089,1.19081,1.19087,387,15,58050000
303,2021-06-22 01:03:00,1.19087,1.19091,1.1908400000000001,1.1909,296,15,44400000
304,2021-06-22 01:04:00,1.1909,1.19092,1.19087,1.1909,357,15,53550000
305,2021-06-22 01:05:00,1.1909,1.1909,1.19089,1.19089,290,15,43500000
306,2021-06-22 01:06:00,1.19089,1.19095,1.19089,1.19093,261,15,39150000
307,2021-06-22 01:07:00,1.19093,1.19093,1.19089,1.1909,284,15,42600000
308,2021-06-22 01:08:00,1.1909,1.1909,1.19079,1.1908,326,15,48900000
309,2021-06-22 01:09:00,1.1908,1.19083,1.19078,1.19081,285,15,42750000
310,2021-06-22 01:10:00,1.19081,1.1909399999999999,1.1908,1.19093,349,15,52350000
311,2021-06-22 01:11:00,1.19093,1.1909399999999999,1.19089,1.1909,319,15,47850000
312,2021-06-22 01:12:00,1.1909,1.1909399999999999,1.19089,1.1909399999999999,289,15,43350000
